language,type,i,c,id
Spanish,RY,in,on,person_2252
Spanish,RJ,big,large,person_2252
Spanish,RN,advance,invention,person_2252
French,RN,spectacles,shows,person_1028
French,RN,spectacle,show,person_1028
French,RV,mentioned,stated,person_1028
French,RN,decoration,decor,person_1028
French,RV,following,doing,person_1028
French,RV,took,had,person_1028
French,RV,went,waited,person_1028
Catalan,RN,characters,actors,person_1969
Catalan,RV,got,was,person_1969
Catalan,RJ,wrong,inaccurate,person_1969
Catalan,RN,class,classroom,person_1969
Catalan,RN,class,classroom,person_1969
Catalan,RN,class,classroom,person_1969
Catalan,RV,forgotten,left,person_1969
Catalan,RV,got,was,person_1969
Catalan,RN,finding,find,person_1969
Catalan,RV,get,make,person_1969
Spanish,RN,exhibitor,producer,person_2723
Spanish,RV,went,came,person_2723
Polish,RV,telling,explaining,person_2131
Polish,RV,gave,made,person_2131
Polish,RN,proposition,suggestion,person_2131
Polish,RN,sea,seaside,person_2131
Polish,RN,sea,seaside,person_2131
French,RN,switch,buttons,person_838
French,RV,got,have,person_838
French,RJ,overland,overseas,person_838
German,RV,played,was,person_2441
Italian,RV,announced,advertised,person_2333
Italian,RN,scene,stage,person_2333
Italian,RV,was,started,person_2333
Italian,RN,chance,options,person_2333
Italian,RJ,major,main,person_2333
Italian,RV,keep,stay,person_2333
Spanish,RV,announced,published,person_1809
Spanish,RJ,strongest,main,person_1809
Spanish,RY,just,only,person_1809
Spanish,RN,improvement,advance,person_1809
Portuguese,RV,tell,promises,person_2496
Portuguese,RV,do,has,person_2496
Portuguese,RN,shame,disgrace,person_2496
Portuguese,RV,happened,got,person_2496
Portuguese,RY,distant,away,person_2496
Portuguese,RV,turned,become,person_2496
Greek,RV,does,perform,person_1837
Greek,RN,addition,conclusion,person_1837
Greek,RV,crating,creating,person_1837
Swedish,RN,points,things,person_1189
Swedish,RY,Although,However,person_1189
Swedish,RJ,bigger,greater,person_1189
Korean,RJ,upset,upsetting,person_423
Korean,RV,talks,tells,person_423
Korean,RV,believed,trusted,person_423
Korean,RV,considering,thinking,person_423
Korean,RV,got,had,person_423
Korean,RV,believe,trust,person_423
Korean,RV,talked,told,person_423
French,RN,timetable,time,person_1176
French,RN,reduce,discount,person_1176
French,RJ,worth,worse,person_1176
French,RV,go,get,person_1176
French,RV,would,must,person_1176
Russian,RJ,illegal,illegitimate,person_609
German,RV,visiting,attending,person_806
German,RJ,possible,available,person_806
Spanish,RV,made,give,person_2669
Spanish,RV,have,get,person_2669
Spanish,RN,question,problem,person_2669
Spanish,RV,advised,said,person_2669
Spanish,RV,found,had,person_2669
Spanish,RN,faults,problems,person_2669
Spanish,RN,coffee,cafe,person_2669
Catalan,RV,explain,describe,person_2721
Catalan,RN,act,play,person_2721
Catalan,RN,hour,time,person_2721
Catalan,RN,act,play,person_2721
Catalan,RN,prize,price,person_2721
Catalan,RV,tells,states,person_2721
Catalan,RJ,true,real,person_2721
Catalan,RV,make,cause,person_2721
Catalan,RV,get,have,person_2721
Russian,RY,not,without,person_2709
Russian,RN,arrangement,organisation,person_1943
Russian,RV,saw,said,person_1943
French,RV,contest,complain,person_225
French,RV,playing,performing,person_225
French,RV,reached,given,person_225
French,RN,client,customer,person_225
French,RN,instruments,devices,person_225
French,RV,makes,allows,person_225
French,RJ,nervous,worried,person_225
French,RJ,peaceful,relaxed,person_225
Portuguese,RV,enjoyed,liked,person_2537
Portuguese,RV,suggested,promised,person_2537
Portuguese,RV,got,was,person_2537
Portuguese,RV,brainstorm,think,person_2537
Turkish,RV,written,said,person_594
Turkish,RV,written,said,person_594
Turkish,RV,written,said,person_594
Turkish,RV,suppose,think,person_594
Turkish,RY,Sincerely,faithfully,person_594
Thai,RV,Thank,Think,person_1017
Thai,RN,past,part,person_1017
Thai,RJ,daily,everyday,person_1017
Japanese,RV,be,run,person_1771
Japanese,RV,was,started,person_1771
Russian,RN,play,acting,person_1981
Russian,RV,entering,operating,person_1981
Chinese,RN,compensation,refund,person_2293
Chinese,RY,Sincerely,Faithfully,person_2293
Portuguese,RV,was,appeared,person_1201
Portuguese,RV,written,published,person_1201
Portuguese,RV,make,do,person_1201
Portuguese,RV,increasing,advancing,person_1201
French,RY,no,not,person_1567
French,RN,scholar,school,person_1567
French,RV,be,take,person_1567
Polish,RN,art,show,person_967
Polish,RV,had,started,person_967
Polish,RY,sincerely,faithfully,person_967
Polish,RV,come,get,person_967
Spanish,RV,WERE,WENT,person_2720
Spanish,RJ,FALSE,WRONG,person_2720
Spanish,RJ,CLOSE,CLOSED,person_2720
Spanish,RN,QUALIFICATIONS,RESULTS,person_2720
Swedish,RN,rebuilding,refurbishment,person_2683
Korean,RV,got,became,person_1163
Korean,RN,chief,chef,person_1163
Korean,RN,trouble,problem,person_1163
Korean,RY,too,so,person_1163
Korean,RY,actually,now,person_1163
Korean,RY,how,what,person_1163
Greek,RV,must,should,person_1822
Greek,RV,would,were,person_1822
Greek,RV,had,did,person_1822
Greek,RV,could,would,person_1822
Greek,RN,answer,reply,person_1822
Greek,RJ,other,next,person_1822
Greek,RY,next,up,person_1822
Greek,RJ,mad,upset,person_1822
Korean,RJ,disappointing,disappointed,person_1188
Korean,RV,showed,displayed,person_1188
Korean,RV,shown,seen,person_1188
Catalan,RN,references,reviews,person_1879
Catalan,RV,receive,get,person_1879
Russian,RN,program,show,person_2380
Russian,RN,diner,dinner,person_2380
Russian,RN,reason,aim,person_2380
Russian,RJ,delightful,delighted,person_2380
Russian,RJ,historical,history,person_2380
Russian,RV,leave,live,person_2380
Russian,RV,do,go,person_2380
German,RJ,real,actual,person_1851
German,RV,be,have,person_1851
German,RV,hadn't,didn't,person_1851
German,RV,learn,study,person_1851
German,RV,make,do,person_1851
German,RN,change,chance,person_1851
German,RV,earn,lost,person_1851
Portuguese,RY,Lately,Recently,person_1110
Portuguese,RJ,nervous,irritated,person_1110
Portuguese,RN,cooker,cook,person_1110
Greek,RV,came,went,person_1662
Greek,RV,come,go,person_1662
Greek,RV,waiting,planning,person_1662
Greek,RN,alternative,compensation,person_1662
Greek,RV,said,told,person_1662
Greek,RV,make,have,person_1662
Greek,RV,had,get,person_1662
Greek,RV,stayed,was,person_1662
Greek,RN,story,experience,person_1662
French,RV,played,performed,person_2357
French,RV,forbid,prevented,person_2357
French,RV,make,do,person_2357
French,RN,will,willpower,person_2357
French,RN,will,willpower,person_2357
French,RN,will,willpower,person_2357
Thai,RJ,disappointed,disappointing,person_135
Thai,RN,hour,day,person_135
Thai,RN,build,building,person_135
Thai,RN,build,building,person_135
Japanese,RV,watching,seeing,person_1474
Japanese,RV,showed,claiming,person_1474
Japanese,RN,cast,actor,person_1474
Japanese,RV,played,appeared,person_1474
Japanese,RJ,serious,problematic,person_1474
Japanese,RN,elements,facts,person_1474
Russian,RN,fantasy,imaginations,person_874
Spanish,RV,couldn't,didn't,person_1448
Spanish,RN,troubles,mess,person_1448
Spanish,RV,did,made,person_1448
Spanish,RV,could,would,person_1448
Spanish,RV,should,had,person_1448
Chinese,RV,have,get,person_684
Chinese,RJ,shameful,ashamed,person_684
Russian,RV,become,come,person_1528
Russian,RV,know,learn,person_1528
Russian,RV,make,do,person_1528
German,RN,point,thing,person_2021
German,RV,could,had,person_2021
German,RY,before,earlier,person_2021
German,RN,notice,advert,person_2021
German,RY,particularly,partially,person_2021
German,RN,point,sense,person_2021
Portuguese,RV,become,was,person_525
Portuguese,RV,announced,advertised,person_525
Portuguese,RV,taking,having,person_525
Portuguese,RY,Thus,So,person_525
Portuguese,RV,noted,saw,person_525
Portuguese,RV,say,tell,person_525
Portuguese,RV,became,came,person_525
Portuguese,RY,Besides,Also,person_525
Portuguese,RY,Firstly,First,person_525
Portuguese,RV,become,came,person_525
Portuguese,RN,plays,games,person_525
Portuguese,RV,didn't,haven't,person_525
Portuguese,RV,stay,go,person_525
Portuguese,RV,change,exchange,person_525
Chinese,RV,come,go,person_2592
Chinese,RJ,close,closed,person_2592
Chinese,RV,had,experienced,person_2592
Chinese,RY,never,ever,person_2592
Chinese,RN,fright,fight,person_2592
Chinese,RV,give,produce,person_2592
Chinese,RV,give,brings,person_2592
Spanish,RN,fact,event,person_2223
Spanish,RJ,available,valid,person_2223
Spanish,RV,invite,take,person_2223
Japanese,RV,seem,seen,person_1071
Japanese,RV,shows,states,person_1071
Japanese,RV,wasn't,didn't,person_1071
Japanese,RN,question,subject,person_1071
Italian,RV,explained,described,person_929
Italian,RV,joined,attended,person_929
Italian,RJ,whole,full,person_929
Italian,RN,human's,mankind's,person_929
Italian,RV,is,gets,person_929
Italian,RJ,classic,classical,person_929
German,RV,told,promised,person_2020
German,RV,correct,solve,person_2020
German,RV,got,have,person_2020
French,RV,have,are,person_2008
French,RN,points,matters,person_2008
French,RV,were,had,person_2008
French,RV,giving,leaving,person_2008
Turkish,RY,so,very,person_1307
Turkish,RV,would,could,person_1307
Turkish,RN,excuse,apology,person_1307
Turkish,RN,loss,waste,person_1307
Turkish,RN,reality,truth,person_1307
Turkish,RV,take,keep,person_1307
Turkish,RV,say,tell,person_1307
Turkish,RN,reality,truth,person_1307
Turkish,RN,reality,truth,person_1307
Turkish,RV,say,tell,person_1307
Turkish,RN,reality,truth,person_1307
Greek,RV,did,was,person_2197
Greek,RV,given,paid,person_2197
Greek,RV,turn,change,person_2197
Greek,RN,dressing,dress,person_2197
Greek,RV,turns,changes,person_2197
Greek,RV,be,become,person_2197
Greek,RN,dressing,dress,person_2197
Greek,RY,how,what,person_2197
German,RJ,early,prompt,person_2356
German,RV,had,shared,person_2356
Korean,RN,chances,opportunities,person_1893
Spanish,RV,gave,published,person_2424
Spanish,RV,made,done,person_2424
Spanish,RN,case,instance,person_2424
Spanish,RN,moment,minute,person_2424
Spanish,RN,works,projects,person_2424
Spanish,RN,facility,access,person_2424
Italian,RV,would,have,person_2395
Italian,RV,notice,inform,person_2395
Italian,RJ,big,great,person_2395
Italian,RV,said,told,person_2395
Italian,RV,was,had,person_2395
Italian,RV,broke,destroy,person_2395
Thai,RV,played,appeared,person_450
Thai,RV,saw,read,person_450
Italian,RJ,WHOLE,FULL,person_2397
Italian,RY,EVENTUALLY,FINALLY,person_2397
Italian,RN,STYLISTS,DESIGNERS,person_2397
Italian,RJ,VARIOUS,VARIED,person_2397
Greek,RV,understand,realise,person_2195
German,RJ,possible,available,person_1477
Korean,RV,misled,said,person_687
Korean,RJ,developing,developed,person_687
Polish,RY,exactly,definitely,person_903
Polish,RY,yet,still,person_903
Polish,RY,really,much,person_903
Polish,RY,far,much,person_903
Polish,RN,news,information,person_903
Polish,RJ,last,recent,person_903
Polish,RN,wildlife,nature,person_903
Chinese,RN,starring,star,person_1098
Chinese,RJ,disappointing,disappointed,person_1098
Chinese,RV,stop,resist,person_1098
Chinese,RV,finishing,doing,person_1098
Chinese,RV,throbbing,beating,person_1098
Russian,RJ,distant,remote,person_283
Russian,RN,relations,communication,person_283
Chinese,RV,made,invented,person_2234
Chinese,RN,jeans,denim,person_2234
Chinese,RN,jeans,denim,person_2234
Chinese,RN,jeans,denim,person_2234
Chinese,RV,thumbing,thumping,person_1714
Chinese,RV,don't,won't,person_1714
Chinese,RY,anymore,again,person_1714
Japanese,RV,say,express,person_1099
Japanese,RV,back,return,person_1099
Japanese,RN,improving,improvements,person_1099
Japanese,RN,improving,advances,person_1099
Spanish,RV,noticed,stated,person_1933
Spanish,RY,rapidly,posthaste,person_1933
Spanish,RY,Nowadays,Now,person_1933
French,RY,here,there,person_2037
French,RV,take,tell,person_2037
French,RV,search,plan,person_2037
French,RV,received,got,person_2037
French,RN,event,problem,person_2023
French,RN,explanations,complaints,person_2023
Spanish,RN,facilities,extras,person_719
Spanish,RV,giving,offering,person_719
Spanish,RN,category,type,person_719
Spanish,RV,comply,complain,person_719
Spanish,RV,make,do,person_719
Spanish,RY,at,up,person_719
Spanish,RV,made,meant,person_719
Spanish,RV,brings,creates,person_2143
Spanish,RV,going,getting,person_2143
Spanish,RY,only,just,person_2143
Russian,RV,got,went,person_2631
French,RJ,sure,certain,person_686
French,RN,scene,stage,person_686
French,RN,places,seats,person_686
French,RN,agenda,diary,person_686
French,RV,phone,use,person_686
French,RV,authorizes,allows,person_686
French,RV,learned,studied,person_686
French,RJ,precise,particular,person_686
French,RJ,personal,particular,person_686
French,RV,uses,involves,person_686
French,RJ,particular,special,person_686
French,RN,end,side,person_686
Polish,RV,said,told,person_1476
Polish,RV,had,was,person_1476
Polish,RV,staying,standing,person_1476
Polish,RN,alien,stranger,person_1476
Portuguese,RV,had,got,person_651
Portuguese,RV,mentioned,stated,person_651
Portuguese,RV,have,get,person_651
Portuguese,RV,would,could,person_651
Portuguese,RV,would,could,person_651
Portuguese,RN,complaining,complaint,person_137
Portuguese,RV,have,get,person_137
Portuguese,RY,exactly,well,person_137
Portuguese,RV,growing,advancing,person_137
Portuguese,RJ,last,yesterday,person_2194
Portuguese,RJ,stressed,stressful,person_2194
Portuguese,RV,letting,setting,person_2194
Portuguese,RN,attention,intelligence,person_2194
Portuguese,RN,manners,ways,person_2194
French,RN,Mister,Sir,person_2427
French,RV,played,performed,person_2427
French,RV,spent,had,person_2427
French,RV,play,perform,person_2427
French,RJ,sorry,annoyed,person_2427
French,RN,pieces,play,person_2427
French,RV,proposed,offered,person_2427
French,RV,made,given,person_2427
French,RN,pieces,play,person_2427
French,RN,piece,play,person_2427
French,RV,waned,wanted,person_2427
French,RV,notice,see,person_2427
Portuguese,RV,marked,stated,person_1648
French,RN,excuse,explanation,person_1674
French,RN,direction,management,person_1674
French,RV,offer,give,person_1674
French,RY,wherever,where,person_1674
French,RN,place,seat,person_1674
Portuguese,RV,having,getting,person_335
Portuguese,RV,says,promises,person_335
Portuguese,RN,advise,notice,person_335
Portuguese,RJ,massive,mass,person_335
Portuguese,RJ,common,ordinary,person_335
Portuguese,RV,provided,allowed,person_335
Portuguese,RV,made,broadened,person_335
Portuguese,RN,amount,deal,person_335
Russian,RJ,amazing,amusing,person_1847
Russian,RV,have,get,person_1847
Russian,RN,point,thing,person_1847
Russian,RY,again,also,person_1847
Thai,RN,round,performance,person_1843
Thai,RJ,available,open,person_1843
Thai,RV,growing,advancing,person_1843
Thai,RV,effected,affected,person_1843
Thai,RV,pay,spend,person_1843
Thai,RV,know,have,person_1843
Thai,RV,prepared,compared,person_1843
Thai,RV,makes,allows,person_1843
Thai,RJ,smarter,better,person_1843
German,RJ,smaller,lower,person_480
German,RY,already,actually,person_480
German,RV,got,turned,person_480
German,RV,care,worry,person_480
Japanese,RN,cloth,clothing,person_2351
Japanese,RJ,big,broad,person_2351
Japanese,RN,edges,brims,person_2351
Japanese,RN,sun-burn,sun,person_2351
Korean,RV,should,will,person_1664
Korean,RV,do,play,person_1664
Korean,RN,amount,extent,person_1664
Korean,RN,affection,affect,person_1664
Spanish,RV,have,be,person_65
Spanish,RV,present,publish,person_65
Spanish,RV,make,do,person_65
Spanish,RN,aspects,ways,person_65
Spanish,RV,make,do,person_65
French,RN,advertising,advertisement,person_899
French,RV,come,go,person_899
French,RV,pleased,entertained,person_899
French,RN,act,performance,person_899
French,RY,so,very,person_899
French,RN,hours,time,person_899
French,RN,advertising,advertisement,person_899
French,RJ,worth,worst,person_899
French,RV,put,got,person_899
French,RV,had,was,person_899
French,RJ,worth,worse,person_899
French,RV,be,get,person_899
Spanish,RY,around,to,person_127
Thai,RV,meet,see,person_2147
Thai,RV,breezing,blowing,person_2147
Thai,RV,imaged,imagined,person_2147
Thai,RV,going,leaving,person_2147
Korean,RV,bring,take,person_696
Spanish,RJ,nervous,irritable,person_2609
Spanish,RV,fine,find,person_2609
Spanish,RN,features,characteristics,person_2609
Spanish,RV,said,supposed,person_2609
Spanish,RV,approve,accept,person_2609
Spanish,RJ,hungry,angry,person_2609
Spanish,RY,hard,harshly,person_2609
Spanish,RY,hardly,harshly,person_2609
Spanish,RN,machines,appliances,person_1472
Spanish,RV,done,created,person_1472
Spanish,RV,you've,you're,person_2755
Spanish,RV,getting,going,person_2755
Spanish,RV,planned,scheduled,person_2755
Catalan,RV,play,appear,person_2033
Catalan,RN,paper,part,person_2033
Catalan,RJ,able,available,person_2033
Catalan,RY,uncertainly,peculiarly,person_2033
Catalan,RV,prepare,make,person_2033
Catalan,RJ,disappointing,disappointed,person_2033
Catalan,RV,discover,find,person_2033
Catalan,RN,extract,example,person_2033
Catalan,RV,tell,say,person_2033
Catalan,RN,conference,conferencing,person_2033
Catalan,RV,wear,carry,person_2033
