c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100
have,spend,person_2268,han,gastar,Catalan,RV,ca,0.2353285551071167,0.24295812845230103,0.23780670762062073,0.2301512211561203,0.23065270483493805,0.22463947534561157
describe,explain,person_2268,descriure,explicar,Catalan,RV,ca,0.5132830142974854,0.5058315992355347,0.4772343337535858,0.44059914350509644,0.4144973158836365,0.4110540747642517
needs,necessities,person_2687,necessitats,necessitats,Catalan,RN,ca,0.304995059967041,0.30453842878341675,0.29261404275894165,0.278163343667984,0.2687973976135254,0.25293657183647156
opportunity,possibility,person_2687,oportunitat,possibilitat,Catalan,RN,ca,0.32255256175994873,0.3143237829208374,0.28930938243865967,0.27906933426856995,0.2690611183643341,0.2599550485610962
went,came,person_2687,anava,venia,Catalan,RV,ca,0.7321411371231079,0.6577076315879822,0.6109225749969482,0.5761339664459229,0.551633358001709,0.5327784419059753
thing,point,person_2687,cosa,punt,Catalan,RN,ca,0.4048754572868347,0.3919704854488373,0.36358362436294556,0.36035269498825073,0.34691840410232544,0.3379465639591217
professional,serious,person_2268,professional,seriós,Catalan,RJ,ca,0.2781375050544739,0.25853249430656433,0.2259582281112671,0.20912575721740723,0.20053145289421082,0.18747255206108093
failing,fault,person_2687,fracassant,culpa,Catalan,RN,ca,0.31159937381744385,0.2979334890842438,0.28840988874435425,0.2817487120628357,0.2729455828666687,0.2713322043418884
revealing,discovering,person_1826,revelar,descobrir,Catalan,RV,ca,0.4477751851081848,0.42963945865631104,0.38228052854537964,0.37136995792388916,0.34734395146369934,0.3415257930755615
very,completely,person_1826,molt,completament,Catalan,RY,ca,0.37277743220329285,0.35193485021591187,0.3273026943206787,0.3097998797893524,0.3100596070289612,0.3053484559059143
could,would,person_1826,podria,vols,Catalan,RV,ca,0.7784546613693237,0.6931021809577942,0.6290518045425415,0.6093465089797974,0.5956603288650513,0.5844718217849731
eventually,actually,person_1826,finalment,fet,Catalan,RY,ca,0.3859083652496338,0.3687898516654968,0.37613195180892944,0.3640955686569214,0.3599157929420471,0.3590395152568817
tell,explain,person_1826,dir,explicar,Catalan,RV,ca,0.5295467972755432,0.470090389251709,0.4800134599208832,0.449648916721344,0.4330701231956482,0.4229810833930969
event,fact,person_1826,esdeveniment,fet,Catalan,RN,ca,0.20945391058921814,0.20205369591712952,0.18958449363708496,0.1727948635816574,0.16434991359710693,0.1559077799320221
tell,explain,person_1826,dir,explicar,Catalan,RV,ca,0.5295467972755432,0.470090389251709,0.4800134599208832,0.449648916721344,0.4330701231956482,0.4229810833930969
properly,correctly,person_2687,pròpiament,correctament,Catalan,RY,ca,0.662487268447876,0.5786899328231812,0.5158068537712097,0.5008900165557861,0.49773478507995605,0.4760476350784302
cook,cooker,person_1826,cuiner,cocció,Catalan,RN,ca,0.48683270812034607,0.48522019386291504,0.480916291475296,0.4590902030467987,0.4472072720527649,0.43182826042175293
get,have,person_2268,aconseguir,han,Catalan,RV,ca,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926
not,no,person_2268,no,cap,Catalan,RY,ca,0.3504297137260437,0.3449804186820984,0.3344390392303467,0.32537129521369934,0.3218091130256653,0.3114154636859894
hit,kicked,person_1149,colpejar,puntades,Catalan,RV,ca,0.324959397315979,0.3083351254463196,0.301469087600708,0.311328262090683,0.323633074760437,0.3168615400791168
tell,explain,person_1149,dir,explicar,Catalan,RV,ca,0.5295467972755432,0.470090389251709,0.4800134599208832,0.449648916721344,0.4330701231956482,0.4229810833930969
audience,public,person_1149,audiència,públic,Catalan,RN,ca,0.23977217078208923,0.22447048127651215,0.2221490740776062,0.21958351135253906,0.2136218547821045,0.2040441632270813
perform,play,person_1149,realitzar,jugar,Catalan,RV,ca,0.29662883281707764,0.2513970136642456,0.21923457086086273,0.20474109053611755,0.20001134276390076,0.1975715011358261
answers,solutions,person_1172,respostes,solucions,Catalan,RN,ca,0.3236522376537323,0.29103028774261475,0.2709348201751709,0.25589561462402344,0.245893195271492,0.23628926277160645
doing,making,person_1172,fent,fent,Catalan,RV,ca,0.35337087512016296,0.3569537103176117,0.372869610786438,0.3625917434692383,0.3612346053123474,0.3553417921066284
overall,global,person_1172,global,global,Catalan,RJ,ca,0.18720407783985138,0.16119177639484406,0.1257982850074768,0.1255633383989334,0.12757742404937744,0.12887278199195862
anymore,more,person_2268,ja,més,Catalan,RY,ca,0.19899359345436096,0.1864926666021347,0.18203768134117126,0.1711995154619217,0.1784077137708664,0.17664358019828796
raise,rise,person_1172,recaptar,aixecarà,Catalan,RV,ca,0.3287564516067505,0.28102612495422363,0.2514657974243164,0.24264955520629883,0.2289995551109314,0.22754234075546265
giving,having,person_1172,donant,tenir,Catalan,RV,ca,0.330628901720047,0.31710875034332275,0.33515816926956177,0.3469104766845703,0.35197874903678894,0.3430786430835724
price,prize,person_1172,preu,premi,Catalan,RN,ca,0.18224802613258362,0.18022014200687408,0.16955360770225525,0.16104277968406677,0.15076594054698944,0.14180898666381836
do,make,person_1172,fer,fer,Catalan,RV,ca,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.377427339553833,0.3655977249145508,0.36141714453697205
tell,show,person_1172,dir,mostrar,Catalan,RV,ca,0.2722434401512146,0.2542533278465271,0.24163112044334412,0.22394177317619324,0.2080293744802475,0.20469382405281067
very,much,person_2725,molt,molt,Catalan,RY,ca,0.4732424318790436,0.4299091696739197,0.4056703746318817,0.3941497802734375,0.3832247257232666,0.37754493951797485
get,know,person_2725,aconseguir,saber,Catalan,RV,ca,0.46867144107818604,0.48407185077667236,0.42973336577415466,0.4007132649421692,0.39439964294433594,0.38506048917770386
get,move,person_2725,aconseguir,moure,Catalan,RV,ca,0.32040661573410034,0.3154994249343872,0.29635298252105713,0.2757052183151245,0.27633267641067505,0.2783181965351105
customer,user,person_1172,client,usuari,Catalan,RN,ca,0.3588132858276367,0.3286866545677185,0.29657185077667236,0.269417405128479,0.2622784674167633,0.24943125247955322
price,prize,person_1826,preu,premi,Catalan,RN,ca,0.18224802613258362,0.18022014200687408,0.16955360770225525,0.16104277968406677,0.15076594054698944,0.14180898666381836
advertising,advertisement,person_1826,publicitat,anunci,Catalan,RV,ca,0.7574576735496521,0.676982045173645,0.5969774723052979,0.5624592304229736,0.5439748167991638,0.5266909003257751
actor,character,person_1826,actor,caràcter,Catalan,RN,ca,0.42277777194976807,0.4070366322994232,0.36877280473709106,0.3429889678955078,0.32668426632881165,0.3154010772705078
sincerely,faithfully,person_1349,sincerament,fidelment,Catalan,RY,ca,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716
thrilled,amazed,person_1349,emocionat,sorprès,Catalan,RJ,ca,0.5732536911964417,0.5495057106018066,0.5309459567070007,0.5124518275260925,0.4956270456314087,0.48068419098854065
ask,recommend,person_1349,preguntar,recomanar,Catalan,RV,ca,0.36370670795440674,0.3318985104560852,0.32000380754470825,0.3079507350921631,0.293903648853302,0.28739821910858154
invite,offer,person_1349,convidar,oferir,Catalan,RV,ca,0.3684406578540802,0.3330797553062439,0.29992878437042236,0.28940391540527344,0.2729560136795044,0.27712056040763855
useful,profitable,person_1349,útil,rendible,Catalan,RJ,ca,0.2680617570877075,0.24213911592960358,0.23431159555912018,0.21699246764183044,0.21345895528793335,0.21348679065704346
organise,prepare,person_2132,organitzar,preparar,Catalan,RV,ca,0.31000882387161255,0.30137720704078674,0.2711850106716156,0.26524364948272705,0.26648497581481934,0.27022314071655273
catch,achieve,person_2132,atrapar,aconseguir,Catalan,RV,ca,0.128126859664917,0.12000373750925064,0.10145366191864014,0.10444144904613495,0.12045682221651077,0.12040624022483826
especially,specially,person_1349,especialment,especialment,Catalan,RY,ca,0.34219878911972046,0.33667248487472534,0.2956363558769226,0.2686932384967804,0.2626763582229614,0.2625589668750763
do,be,person_2132,fer,ser,Catalan,RV,ca,0.490425705909729,0.4794989228248596,0.46737492084503174,0.41761356592178345,0.4036070704460144,0.3929532766342163
financial,economical,person_2132,financera,econòmica,Catalan,RJ,ca,0.23791909217834473,0.2291310429573059,0.21435517072677612,0.1908281296491623,0.1920834481716156,0.1845259666442871
sincerely,faithfully,person_2132,sincerament,fidelment,Catalan,RY,ca,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716
warmer,hot,person_1687,càlid,calor,Catalan,RJ,ca,0.3468888998031616,0.33996984362602234,0.3629181385040283,0.3460318446159363,0.3427134156227112,0.33550530672073364
equipment,material,person_2127,equip,material,Catalan,RN,ca,0.2793424129486084,0.2514062821865082,0.22941803932189941,0.22506223618984222,0.2238284945487976,0.21988852322101593
coming,following,person_2127,venint,següents,Catalan,RJ,ca,0.18351437151432037,0.16606229543685913,0.17509296536445618,0.1703786849975586,0.1652720868587494,0.1614769995212555
time,hours,person_2127,temps,hores,Catalan,RN,ca,0.46401748061180115,0.4072752594947815,0.3767932653427124,0.3734127879142761,0.3591424226760864,0.35412973165512085
stars,starts,person_2127,estrelles,comença,Catalan,RN,ca,0.06822684407234192,0.06864172220230103,0.06554262340068817,0.06294573843479156,0.05911505967378616,0.05615207180380821
independence,freedom,person_2132,independència,llibertat,Catalan,RN,ca,0.4782995581626892,0.45548343658447266,0.44433796405792236,0.4168410003185272,0.4171261787414551,0.39863133430480957
would,should,person_1349,vols,hauria,Catalan,RV,ca,0.6448183655738831,0.6456886529922485,0.5800858736038208,0.5456504821777344,0.5286440849304199,0.526125431060791
stars,starts,person_1305,estrelles,comença,Catalan,RN,ca,0.06822684407234192,0.06864172220230103,0.06554262340068817,0.06294573843479156,0.05911505967378616,0.05615207180380821
had,spent,person_1305,havia,gastat,Catalan,RV,ca,0.3048818111419678,0.29782530665397644,0.2719617486000061,0.26820504665374756,0.27335262298583984,0.27408504486083984
stolen,robbed,person_1832,robat,robat,Catalan,RV,ca,0.49327144026756287,0.5238808393478394,0.5006891489028931,0.4682163596153259,0.44617581367492676,0.43508875370025635
go,come,person_1832,anar,venir,Catalan,RV,ca,0.3997579514980316,0.40047991275787354,0.3707098364830017,0.3827647566795349,0.3702765107154846,0.35808417201042175
swim,bath,person_1832,nedeu,bany,Catalan,RN,ca,0.271319717168808,0.2666679322719574,0.25197988748550415,0.23684580624103546,0.22592927515506744,0.22359499335289001
coast,cost,person_1832,costa,cost,Catalan,RN,ca,0.06283867359161377,0.06013595312833786,0.06267624348402023,0.04975640028715134,0.05107221007347107,0.04728686809539795
cook,cooker,person_1832,cuiner,cocció,Catalan,RN,ca,0.48683270812034607,0.48522019386291504,0.480916291475296,0.4590902030467987,0.4472072720527649,0.43182826042175293
tell,say,person_1433,dir,dir,Catalan,RV,ca,0.6465024948120117,0.5864979028701782,0.5321345329284668,0.49925416707992554,0.48385900259017944,0.47163161635398865
came,went,person_1433,venia,anava,Catalan,RV,ca,0.7321411371231079,0.6577076315879822,0.6109225749969482,0.5761339664459229,0.551633358001709,0.5327784419059753
shepherd,shelter,person_1433,pastor,refugi,Catalan,RN,ca,0.266948401927948,0.24684134125709534,0.22541987895965576,0.22084298729896545,0.21654172241687775,0.21380746364593506
price,prize,person_1433,preu,premi,Catalan,RN,ca,0.18224802613258362,0.18022014200687408,0.16955360770225525,0.16104277968406677,0.15076594054698944,0.14180898666381836
arrange,set,person_1433,organitzar,establir,Catalan,RV,ca,0.19618213176727295,0.19088679552078247,0.1886642873287201,0.1869317591190338,0.183356374502182,0.18294233083724976
might,can,person_1433,podria,pot,Catalan,RV,ca,0.6796959638595581,0.6282963752746582,0.5628992319107056,0.5294984579086304,0.5095850229263306,0.4910375475883484
could,may,person_1433,podria,maig,Catalan,RV,ca,0.6821067333221436,0.626814603805542,0.5362441539764404,0.48190587759017944,0.45827484130859375,0.4467732608318329
stars,starts,person_1433,estrelles,comença,Catalan,RN,ca,0.06822684407234192,0.06864172220230103,0.06554262340068817,0.06294573843479156,0.05911505967378616,0.05615207180380821
years,editions,person_1433,anys,edicions,Catalan,RN,ca,0.17464333772659302,0.14794126152992249,0.14073073863983154,0.13350412249565125,0.13450253009796143,0.13393984735012054
future,following,person_1433,futurs,següents,Catalan,RJ,ca,0.10625336319208145,0.09914115816354752,0.10490968078374863,0.11151830852031708,0.11138267815113068,0.11003389954566956
think,found,person_1433,pensar,trobat,Catalan,RV,ca,0.2630884647369385,0.23456722497940063,0.22243155539035797,0.21507528424263,0.22050265967845917,0.2160658836364746
difficult,hard,person_1305,difícil,dur,Catalan,RJ,ca,0.5845456123352051,0.5270010232925415,0.4601329565048218,0.4375099539756775,0.4285516142845154,0.41034531593322754
tell,explain,person_1149,dir,explicar,Catalan,RV,ca,0.5295467972755432,0.470090389251709,0.4800134599208832,0.449648916721344,0.4330701231956482,0.4229810833930969
actors,characters,person_1969,actors,caràcters,Catalan,RN,ca,0.440252423286438,0.4100249409675598,0.39426693320274353,0.37828201055526733,0.37232378125190735,0.36047524213790894
way,thing,person_2132,manera,cosa,Catalan,RN,ca,0.4346502423286438,0.45256173610687256,0.4274340271949768,0.4194924831390381,0.405557781457901,0.39876940846443176
classroom,class,person_1969,aula,classe,Catalan,RN,ca,0.3478183150291443,0.32811611890792847,0.3239023983478546,0.31123775243759155,0.3046565055847168,0.2977241277694702
while,time,person_1092,estona,temps,Catalan,RN,ca,0.35147884488105774,0.3666585087776184,0.3360300660133362,0.33646953105926514,0.3278806805610657,0.3247170150279999
would,could,person_1092,vols,podria,Catalan,RV,ca,0.7784546613693237,0.6931021809577942,0.6290518045425415,0.6093465089797974,0.5956603288650513,0.5844718217849731
enclosing,including,person_1092,adjuntant,incloent,Catalan,RV,ca,0.23375025391578674,0.2016356736421585,0.18987244367599487,0.1870417594909668,0.18275511264801025,0.1751168817281723
wanted,wished,person_1092,volia,desitjat,Catalan,RV,ca,0.7231695652008057,0.6360751390457153,0.5802146196365356,0.5325777530670166,0.5102146863937378,0.4881230592727661
performance,session,person_1092,rendiment,sessió,Catalan,RN,ca,0.23827260732650757,0.2114880383014679,0.19129452109336853,0.18139278888702393,0.1740473061800003,0.16746340692043304
ought,must,person_1119,hauria,ha,Catalan,RV,ca,0.5288569331169128,0.544673502445221,0.48128342628479004,0.4585254490375519,0.4436553120613098,0.4296919107437134
important,main,person_1119,important,principal,Catalan,RJ,ca,0.3125112056732178,0.29587310552597046,0.29200124740600586,0.2747379243373871,0.25934821367263794,0.25517797470092773
longer,more,person_1092,llarg,més,Catalan,RJ,ca,0.40707218647003174,0.4084789752960205,0.3765488862991333,0.35534900426864624,0.3451438546180725,0.33770036697387695
ask,wonder,person_1119,preguntar,pregunto,Catalan,RV,ca,0.4386650025844574,0.4241129159927368,0.38387173414230347,0.37294965982437134,0.3540380001068115,0.35167649388313293
had,could,person_1119,havia,podria,Catalan,RV,ca,0.4923796057701111,0.49527817964553833,0.4883214235305786,0.4594746232032776,0.43797385692596436,0.42318281531333923
should,had,person_1119,hauria,havia,Catalan,RV,ca,0.39788883924484253,0.38664424419403076,0.37353944778442383,0.33067888021469116,0.31650668382644653,0.3117842674255371
promised,announced,person_1666,promès,anunciat,Catalan,RV,ca,0.36866167187690735,0.35504674911499023,0.3291720747947693,0.31472229957580566,0.310654878616333,0.31251901388168335
performance,session,person_1666,rendiment,sessió,Catalan,RN,ca,0.23827260732650757,0.2114880383014679,0.19129452109336853,0.18139278888702393,0.1740473061800003,0.16746340692043304
assistant,seller,person_1666,assistent,venedor,Catalan,RN,ca,0.09197678416967392,0.09814243018627167,0.10361278057098389,0.10813650488853455,0.10695807635784149,0.1117614135146141
did,made,person_871,feia,fet,Catalan,RV,ca,0.36014583706855774,0.3162577152252197,0.28065258264541626,0.2844599485397339,0.28688597679138184,0.2886045575141907
ended,broke,person_871,acabat,trencava,Catalan,RV,ca,0.4329095482826233,0.4395020008087158,0.41007959842681885,0.3870915174484253,0.3791167736053467,0.37131989002227783
theatre,show,person_1119,teatre,mostra,Catalan,RN,ca,0.22731167078018188,0.21073956787586212,0.20339259505271912,0.20270663499832153,0.20269665122032166,0.20019224286079407
